ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region,created_date,created_year,created_month,created_month_name,created_year_month,created_hour,created_day_name,sla_target_hours,sla_status
TCKT_002805,2023-02-05 13:30:47,CUST_04197,education,email,data_export,account_access,urgent,on_hold,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. This has been escalated to our on-call team for immediate attention.,,,0,neutral,3,0,api_client,EU,2023-02-05,2023,2,February,2023-02,13,Sunday,12,Not Resolved
TCKT_002806,2025-03-16 07:13:11,CUST_06019,individual,in_app,data_export,feature_request,low,resolved,standard,It would be great to have data export support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,28.38,0,neutral,3,0,api_client,EU,2025-03-16,2025,3,March,2025-03,7,Sunday,96,Within SLA
TCKT_002807,2022-08-16 01:52:26,CUST_04381,enterprise,in_app,analytics_dashboard,other,low,on_hold,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,web,MEA,2022-08-16,2022,8,August,2022-08,1,Tuesday,72,Not Resolved
TCKT_002808,2023-04-10 09:12:07,CUST_04310,non_profit,in_app,notifications,account_access,low,open,platinum,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,desktop_app,MEA,2023-04-10,2023,4,April,2023-04,9,Monday,48,Not Resolved
TCKT_002809,2023-08-02 13:34:41,CUST_09170,non_profit,in_app,mobile_app,bug,urgent,resolved,gold,The page keeps crashing whenever I try to open the mobile app section.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,Patched the bug and deployed a fix to production.,4.13,0,very_positive,5,0,android,NA,2023-08-02,2023,8,August,2023-08,13,Wednesday,8,Within SLA
TCKT_002810,2023-03-25 15:29:26,CUST_01710,enterprise,email,api_integration,billing_problem,medium,on_hold,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,0,0,api_client,LATAM,2023-03-25,2023,3,March,2023-03,15,Saturday,48,Not Resolved
TCKT_002811,2025-04-17 00:46:42,CUST_09727,non_profit,phone_transcript,api_integration,account_access,high,closed_no_action,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,183.95,0,very_negative,0,0,android,APAC,2025-04-17,2025,4,April,2025-04,0,Thursday,24,Breached
TCKT_002812,2025-03-28 04:21:22,CUST_07180,non_profit,phone_transcript,notifications,how_to,low,in_progress,standard,Can you explain how to configure notifications properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,web,APAC,2025-03-28,2025,3,March,2025-03,4,Friday,96,Not Resolved
TCKT_002813,2023-12-21 04:31:10,CUST_03412,enterprise,web_form,data_export,other,low,on_hold,gold,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,desktop_app,NA,2023-12-21,2023,12,December,2023-12,4,Thursday,72,Not Resolved
TCKT_002814,2022-10-21 12:15:17,CUST_08797,enterprise,chat,login_auth,security_concern,low,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",52.27,0,neutral,4,0,desktop_app,LATAM,2022-10-21,2022,10,October,2022-10,12,Friday,96,Within SLA
TCKT_002815,2023-05-25 22:51:16,CUST_04005,small_business,in_app,notifications,feature_request,low,resolved,platinum,It would be great to have notifications support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,33.56,0,neutral,0,1,api_client,LATAM,2023-05-25,2023,5,May,2023-05,22,Thursday,48,Within SLA
TCKT_002816,2023-09-02 19:07:36,CUST_00780,enterprise,web_form,notifications,how_to,high,in_progress,gold,Can you explain how to configure notifications properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,negative,2,0,web,LATAM,2023-09-02,2023,9,September,2023-09,19,Saturday,16,Not Resolved
TCKT_002817,2024-01-23 12:49:21,CUST_03797,education,in_app,api_integration,other,low,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,13.52,0,negative,0,0,api_client,EU,2024-01-23,2024,1,January,2024-01,12,Tuesday,96,Within SLA
TCKT_002818,2022-02-05 16:05:09,CUST_04243,non_profit,in_app,analytics_dashboard,other,medium,in_progress,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,0,android,EU,2022-02-05,2022,2,February,2022-02,16,Saturday,48,Not Resolved
TCKT_002819,2022-08-19 18:02:36,CUST_05756,enterprise,in_app,api_integration,billing_problem,low,resolved,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,49.15,0,neutral,3,0,web,MEA,2022-08-19,2022,8,August,2022-08,18,Friday,96,Within SLA
TCKT_002820,2025-03-02 06:56:35,CUST_08014,enterprise,in_app,billing,security_concern,medium,resolved,gold,There seems to be a vulnerability in the billing functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",6.47,0,neutral,4,0,android,EU,2025-03-02,2025,3,March,2025-03,6,Sunday,36,Within SLA
TCKT_002821,2024-01-17 21:11:53,CUST_03719,enterprise,email,data_export,account_access,medium,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,34.6,0,neutral,3,0,ios,LATAM,2024-01-17,2024,1,January,2024-01,21,Wednesday,48,Within SLA
TCKT_002822,2023-09-17 22:08:21,CUST_02482,education,in_app,mobile_app,other,medium,in_progress,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,0,web,NA,2023-09-17,2023,9,September,2023-09,22,Sunday,36,Not Resolved
TCKT_002823,2022-04-07 03:39:02,CUST_01570,individual,chat,mobile_app,feature_request,medium,in_progress,standard,Our team needs more advanced options for mobile app.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,3,0,ios,APAC,2022-04-07,2022,4,April,2022-04,3,Thursday,48,Not Resolved
TCKT_002824,2022-07-25 12:33:29,CUST_06002,enterprise,phone_transcript,login_auth,security_concern,high,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",15.79,0,negative,0,0,api_client,LATAM,2022-07-25,2022,7,July,2022-07,12,Monday,24,Within SLA
TCKT_002825,2023-05-22 05:20:31,CUST_05883,small_business,chat,mobile_app,account_access,medium,in_progress,platinum,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,1,android,EU,2023-05-22,2023,5,May,2023-05,5,Monday,24,Not Resolved
TCKT_002826,2022-05-22 00:28:17,CUST_00793,non_profit,in_app,notifications,account_access,low,in_progress,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,1,android,EU,2022-05-22,2022,5,May,2022-05,0,Sunday,96,Not Resolved
TCKT_002827,2024-03-21 22:33:11,CUST_09239,non_profit,in_app,billing,performance,low,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,45.18,0,negative,2,0,android,APAC,2024-03-21,2024,3,March,2024-03,22,Thursday,96,Within SLA
TCKT_002828,2025-12-12 17:46:29,CUST_03335,individual,phone_transcript,login_auth,performance,medium,resolved,gold,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,25.15,0,very_negative,1,0,desktop_app,EU,2025-12-12,2025,12,December,2025-12,17,Friday,36,Within SLA
TCKT_002829,2025-02-27 05:05:03,CUST_09182,enterprise,web_form,login_auth,feature_request,high,on_hold,standard,Can you add an option to customize login auth?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,neutral,0,0,api_client,EU,2025-02-27,2025,2,February,2025-02,5,Thursday,24,Not Resolved
TCKT_002830,2024-03-11 03:50:23,CUST_05983,small_business,phone_transcript,api_integration,performance,low,in_progress,standard,The api integration page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,1,android,MEA,2024-03-11,2024,3,March,2024-03,3,Monday,96,Not Resolved
TCKT_002831,2025-10-10 10:02:55,CUST_04309,individual,in_app,data_export,security_concern,low,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",9.24,0,very_negative,1,1,ios,NA,2025-10-10,2025,10,October,2025-10,10,Friday,96,Within SLA
TCKT_002832,2025-06-30 09:51:05,CUST_02041,education,in_app,mobile_app,security_concern,medium,resolved,standard,There seems to be a vulnerability in the mobile app functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",14.83,0,negative,2,0,ios,NA,2025-06-30,2025,6,June,2025-06,9,Monday,48,Within SLA
TCKT_002833,2025-07-19 03:44:28,CUST_01644,non_profit,phone_transcript,notifications,other,low,resolved,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,18.97,0,neutral,3,0,ios,APAC,2025-07-19,2025,7,July,2025-07,3,Saturday,72,Within SLA
TCKT_002834,2024-03-29 21:51:02,CUST_05335,small_business,email,login_auth,account_access,low,in_progress,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,api_client,NA,2024-03-29,2024,3,March,2024-03,21,Friday,96,Not Resolved
TCKT_002835,2022-07-24 06:28:33,CUST_06997,non_profit,in_app,billing,how_to,low,in_progress,standard,I need help setting up billing for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,1,api_client,LATAM,2022-07-24,2022,7,July,2022-07,6,Sunday,96,Not Resolved
TCKT_002836,2023-03-22 15:27:48,CUST_04745,small_business,email,login_auth,performance,low,closed_no_action,platinum,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,35.21,0,negative,2,0,android,APAC,2023-03-22,2023,3,March,2023-03,15,Wednesday,48,Within SLA
TCKT_002837,2025-08-16 03:00:25,CUST_04835,individual,email,notifications,performance,medium,resolved,standard,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,45.76,0,very_negative,1,0,desktop_app,APAC,2025-08-16,2025,8,August,2025-08,3,Saturday,48,Within SLA
TCKT_002838,2024-06-19 09:47:00,CUST_05733,individual,phone_transcript,mobile_app,other,high,resolved,standard,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,8.24,0,positive,0,0,ios,APAC,2024-06-19,2024,6,June,2024-06,9,Wednesday,24,Within SLA
TCKT_002839,2023-04-06 08:42:18,CUST_07002,small_business,email,login_auth,feature_request,medium,in_progress,gold,Can you add an option to customize login auth?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,0,0,api_client,EU,2023-04-06,2023,4,April,2023-04,8,Thursday,36,Not Resolved
TCKT_002840,2022-12-05 06:50:10,CUST_08592,education,web_form,data_export,how_to,low,in_progress,standard,How can I export my data from the data export section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,1,desktop_app,LATAM,2022-12-05,2022,12,December,2022-12,6,Monday,96,Not Resolved
TCKT_002841,2024-04-16 11:55:05,CUST_02118,enterprise,email,billing,account_access,high,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,16.44,0,very_negative,1,0,web,APAC,2024-04-16,2024,4,April,2024-04,11,Tuesday,16,Breached
TCKT_002842,2022-05-19 14:20:10,CUST_00599,individual,email,notifications,performance,medium,resolved,standard,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,43.07,0,neutral,4,0,desktop_app,LATAM,2022-05-19,2022,5,May,2022-05,14,Thursday,48,Within SLA
TCKT_002843,2025-07-16 16:36:08,CUST_00044,non_profit,in_app,billing,other,low,on_hold,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,2,1,web,MEA,2025-07-16,2025,7,July,2025-07,16,Wednesday,96,Not Resolved
TCKT_002844,2023-07-22 16:23:18,CUST_02996,small_business,web_form,billing,account_access,low,in_progress,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,android,EU,2023-07-22,2023,7,July,2023-07,16,Saturday,96,Not Resolved
TCKT_002845,2023-06-22 11:38:30,CUST_09115,non_profit,in_app,api_integration,performance,low,in_progress,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,0,android,EU,2023-06-22,2023,6,June,2023-06,11,Thursday,96,Not Resolved
TCKT_002846,2023-10-26 20:30:31,CUST_03369,enterprise,in_app,notifications,security_concern,high,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",5.45,0,neutral,0,1,web,APAC,2023-10-26,2023,10,October,2023-10,20,Thursday,24,Within SLA
TCKT_002847,2025-04-15 22:41:32,CUST_08841,non_profit,in_app,analytics_dashboard,other,medium,on_hold,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,0,desktop_app,APAC,2025-04-15,2025,4,April,2025-04,22,Tuesday,36,Not Resolved
TCKT_002848,2025-07-14 14:09:08,CUST_07060,enterprise,chat,login_auth,other,medium,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,26.83,0,neutral,3,1,ios,MEA,2025-07-14,2025,7,July,2025-07,14,Monday,48,Within SLA
TCKT_002849,2024-06-05 23:17:19,CUST_02883,enterprise,phone_transcript,api_integration,performance,low,in_progress,standard,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,1,api_client,LATAM,2024-06-05,2024,6,June,2024-06,23,Wednesday,96,Not Resolved
TCKT_002850,2024-09-10 22:55:42,CUST_05175,enterprise,phone_transcript,notifications,account_access,low,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,68.2,0,very_negative,1,0,api_client,EU,2024-09-10,2024,9,September,2024-09,22,Tuesday,96,Within SLA
TCKT_002851,2025-06-24 09:16:34,CUST_04069,enterprise,in_app,billing,how_to,medium,resolved,gold,Can you explain how to configure billing properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,27.07,0,neutral,0,0,desktop_app,APAC,2025-06-24,2025,6,June,2025-06,9,Tuesday,36,Within SLA
TCKT_002852,2022-10-14 16:22:35,CUST_06400,individual,chat,notifications,bug,high,closed_no_action,standard,The page keeps crashing whenever I try to open the notifications section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,181.39,0,neutral,3,0,web,EU,2022-10-14,2022,10,October,2022-10,16,Friday,24,Breached
TCKT_002853,2025-09-10 03:44:40,CUST_01460,enterprise,phone_transcript,data_export,billing_problem,urgent,resolved,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. This has been escalated to our on-call team for immediate attention.,Adjusted the invoice and issued a refund where applicable.,4.95,0,negative,2,0,android,NA,2025-09-10,2025,9,September,2025-09,3,Wednesday,8,Within SLA
TCKT_002854,2022-05-04 20:52:17,CUST_07602,small_business,chat,data_export,how_to,high,in_progress,standard,I need help setting up data export for my team.,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,1,positive,5,1,ios,NA,2022-05-04,2022,5,May,2022-05,20,Wednesday,24,Not Resolved
TCKT_002855,2025-10-26 05:42:40,CUST_00739,small_business,email,mobile_app,performance,medium,resolved,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,18.72,0,negative,0,0,web,MEA,2025-10-26,2025,10,October,2025-10,5,Sunday,36,Within SLA
TCKT_002856,2022-05-06 11:09:18,CUST_04001,small_business,web_form,api_integration,feature_request,low,closed_no_action,standard,Our team needs more advanced options for api integration.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,93.07,0,positive,4,0,web,APAC,2022-05-06,2022,5,May,2022-05,11,Friday,96,Within SLA
TCKT_002857,2024-07-26 08:57:23,CUST_02131,enterprise,phone_transcript,notifications,security_concern,low,resolved,gold,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",49.83,0,very_negative,0,0,api_client,MEA,2024-07-26,2024,7,July,2024-07,8,Friday,72,Within SLA
TCKT_002858,2025-11-03 15:17:08,CUST_08182,education,chat,analytics_dashboard,billing_problem,medium,resolved,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,37.45,0,positive,4,0,desktop_app,LATAM,2025-11-03,2025,11,November,2025-11,15,Monday,36,Breached
TCKT_002859,2025-12-10 23:58:54,CUST_05322,enterprise,web_form,login_auth,bug,low,resolved,standard,The page keeps crashing whenever I try to open the login auth section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,31.26,0,neutral,3,0,ios,MEA,2025-12-10,2025,12,December,2025-12,23,Wednesday,96,Within SLA
TCKT_002860,2025-02-01 20:08:14,CUST_07198,small_business,phone_transcript,mobile_app,billing_problem,low,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,31.84,0,negative,3,0,api_client,EU,2025-02-01,2025,2,February,2025-02,20,Saturday,96,Within SLA
TCKT_002861,2022-10-31 14:55:08,CUST_00432,small_business,in_app,notifications,how_to,high,in_progress,gold,Can you explain how to configure notifications properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,positive,5,0,android,EU,2022-10-31,2022,10,October,2022-10,14,Monday,16,Not Resolved
TCKT_002862,2023-09-12 04:47:18,CUST_07203,individual,chat,login_auth,feature_request,high,resolved,standard,Our team needs more advanced options for login auth.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,17.47,0,neutral,0,1,web,APAC,2023-09-12,2023,9,September,2023-09,4,Tuesday,24,Within SLA
TCKT_002863,2022-06-13 04:29:07,CUST_04641,non_profit,email,billing,security_concern,urgent,resolved,gold,There seems to be a vulnerability in the billing functionality.,We take security very seriously. This has been escalated to our on-call team for immediate attention.,"Investigated logs, mitigated the issue, and updated security settings.",0.93,0,negative,0,0,web,NA,2022-06-13,2022,6,June,2022-06,4,Monday,8,Within SLA
TCKT_002864,2023-01-07 14:52:14,CUST_01366,non_profit,chat,analytics_dashboard,account_access,low,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,13.04,0,negative,2,0,android,EU,2023-01-07,2023,1,January,2023-01,14,Saturday,96,Within SLA
TCKT_002865,2022-06-22 04:50:39,CUST_08404,non_profit,web_form,mobile_app,bug,high,open,gold,The mobile app feature is not saving my changes.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,,,0,negative,3,0,android,LATAM,2022-06-22,2022,6,June,2022-06,4,Wednesday,16,Not Resolved
TCKT_002866,2025-06-14 17:46:46,CUST_01720,education,in_app,data_export,how_to,low,in_progress,standard,Can you explain how to configure data export properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,0,desktop_app,EU,2025-06-14,2025,6,June,2025-06,17,Saturday,96,Not Resolved
TCKT_002867,2022-10-13 15:23:33,CUST_02449,small_business,phone_transcript,analytics_dashboard,other,medium,open,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,ios,APAC,2022-10-13,2022,10,October,2022-10,15,Thursday,36,Not Resolved
TCKT_002868,2024-10-21 11:59:39,CUST_08891,non_profit,phone_transcript,analytics_dashboard,feature_request,high,in_progress,gold,Can you add an option to customize analytics dashboard?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,1,positive,5,0,android,MEA,2024-10-21,2024,10,October,2024-10,11,Monday,16,Not Resolved
TCKT_002869,2022-08-26 05:57:54,CUST_07881,individual,phone_transcript,login_auth,how_to,medium,resolved,standard,Can you explain how to configure login auth properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,42.59,0,neutral,4,0,desktop_app,LATAM,2022-08-26,2022,8,August,2022-08,5,Friday,48,Within SLA
TCKT_002870,2023-09-24 11:08:20,CUST_08224,non_profit,chat,data_export,how_to,medium,resolved,gold,I need help setting up data export for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,25.87,0,negative,0,0,web,MEA,2023-09-24,2023,9,September,2023-09,11,Sunday,36,Within SLA
TCKT_002871,2023-12-02 06:11:26,CUST_09991,small_business,web_form,billing,other,urgent,open,gold,I have a general question about my account.,Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,,,0,very_negative,1,1,web,LATAM,2023-12-02,2023,12,December,2023-12,6,Saturday,8,Not Resolved
TCKT_002872,2022-05-05 06:49:13,CUST_00233,small_business,chat,analytics_dashboard,billing_problem,medium,resolved,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,47.67,0,negative,2,0,api_client,EU,2022-05-05,2022,5,May,2022-05,6,Thursday,36,Breached
TCKT_002873,2023-11-22 04:00:48,CUST_01173,individual,phone_transcript,login_auth,feature_request,low,resolved,standard,It would be great to have login auth support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,54.39,0,positive,4,1,api_client,MEA,2023-11-22,2023,11,November,2023-11,4,Wednesday,96,Within SLA
TCKT_002874,2022-05-03 01:34:35,CUST_01961,non_profit,chat,data_export,security_concern,low,open,standard,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,web,LATAM,2022-05-03,2022,5,May,2022-05,1,Tuesday,96,Not Resolved
TCKT_002875,2022-12-24 08:36:50,CUST_08308,enterprise,in_app,billing,account_access,high,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,15.2,0,negative,2,0,api_client,MEA,2022-12-24,2022,12,December,2022-12,8,Saturday,16,Within SLA
TCKT_002876,2023-07-20 06:41:22,CUST_00969,small_business,chat,login_auth,performance,high,in_progress,standard,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,0,ios,EU,2023-07-20,2023,7,July,2023-07,6,Thursday,24,Not Resolved
TCKT_002877,2022-05-25 22:14:36,CUST_07410,non_profit,in_app,login_auth,performance,low,in_progress,standard,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,0,ios,APAC,2022-05-25,2022,5,May,2022-05,22,Wednesday,96,Not Resolved
TCKT_002878,2024-07-23 06:26:23,CUST_08142,education,email,analytics_dashboard,other,low,resolved,platinum,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,19.25,0,neutral,3,0,desktop_app,EU,2024-07-23,2024,7,July,2024-07,6,Tuesday,48,Within SLA
TCKT_002879,2023-12-26 08:35:32,CUST_04081,small_business,web_form,mobile_app,billing_problem,low,open,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,api_client,APAC,2023-12-26,2023,12,December,2023-12,8,Tuesday,96,Not Resolved
TCKT_002880,2023-08-19 11:50:47,CUST_07723,enterprise,phone_transcript,api_integration,other,medium,resolved,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,46.71,0,very_negative,0,0,web,EU,2023-08-19,2023,8,August,2023-08,11,Saturday,36,Breached
TCKT_002881,2025-04-25 17:49:42,CUST_06899,education,in_app,notifications,other,high,in_progress,standard,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,5,0,android,MEA,2025-04-25,2025,4,April,2025-04,17,Friday,24,Not Resolved
TCKT_002882,2022-02-17 03:45:36,CUST_09665,small_business,web_form,billing,feature_request,high,resolved,standard,It would be great to have billing support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,2.7,0,positive,0,0,ios,EU,2022-02-17,2022,2,February,2022-02,3,Thursday,24,Within SLA
TCKT_002883,2022-07-16 16:09:26,CUST_05616,non_profit,web_form,notifications,other,high,open,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,negative,3,0,web,EU,2022-07-16,2022,7,July,2022-07,16,Saturday,16,Not Resolved
TCKT_002884,2025-11-19 17:08:55,CUST_09960,education,phone_transcript,login_auth,billing_problem,medium,in_progress,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,1,android,NA,2025-11-19,2025,11,November,2025-11,17,Wednesday,48,Not Resolved
TCKT_002885,2022-01-04 02:42:46,CUST_05879,individual,chat,notifications,performance,high,closed_no_action,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,212.8,0,very_positive,0,1,web,MEA,2022-01-04,2022,1,January,2022-01,2,Tuesday,24,Breached
